State/ Territory1,Postcode,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Gross tax
no.","Gross tax
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs
no.","Cost of managing tax affairs
$","Total deductions3
no.","Total deductions3
$","Total reportable fringe benefits amount
no.","Total reportable fringe benefits amount
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$","Foreign source income other net foreign source income
no.","Foreign source income other net foreign source income
$","Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,Net rent - profit $,"Net rent - loss 
no.","Net rent - loss 
$","Net rent3
no.","Net rent3
$","Other income category 1
no.","Other income category 1
$","Other income category 2
no.","Other income category 2
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - primary production
no.","Total business income - primary production
$","Total business income non-primary production
no.","Total business income non-primary production
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$",Net income or loss - primary production no.,Net income or loss - primary production $,Net income or loss from business - primary production no.,Net income or loss from business - primary production $,Net income or loss from business - non-primary production no.,Net income or loss from business - non-primary production $,"Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Total net medical expenses tax offset
no.","Total net medical expenses tax offset
$","Low income tax offset
no.","Low income tax offset
$"," People with private health insurance
no. ","Tax withheld from salary or wages
no.","Tax withheld from salary or wages
$"
VIC,3754,"18,002","17,914","950,488,340","15,399","182,373,627","13,813","17,315,259",161,"191,382","14,510","194,196,786",706,"2,285,608","15,696","863,281,815","4,096","16,322,936",319,"3,163,147",429,"3,791,085","1,117","6,034,767",638,"6,623,215",148,"1,951,170",81,"2,260,574","9,760","5,791,363",651,"1,153,814","2,144","8,210,837","2,137","3,517,949","17,927","1,003,255,083","7,042","21,869,907","2,463","3,399,925","10,384","3,289,535",898,"1,502,586","12,060","14,178,666",333,"130,422",317,"289,268",105,"183,375","7,699","2,059,955","9,685","2,230,167","15,183","52,176,508","1,384","25,421,504","1,449","8,814,758",19,"-167,961","1,334","38,271,435",402,"2,069,044",157,"3,291,712",9,"38,180",217,"1,944,216",431,"5,049,755",336,"1,286,325",515,"11,892,729",667,"9,996,681",331,"2,135,659",280,"656,853",255,"285,501","1,783","24,727,837","1,653","17,683,571","1,033","3,174,910","1,799","12,291,135",403,"2,697,252","1,412","-11,119,031","1,819","-8,421,779",728,"1,011,658",95,"563,335",99,"1,515,889",867,"1,460,748",55,"1,342,006","1,547","91,151,406","1,599","92,493,412","1,557","59,211,491",60,"-99,836","1,588","32,502,660","1,643","32,402,824",948,"5,573,028",153,"367,364",243,"181,840","10,061","3,045,221","9,592","15,301","200,629,273"
VIC,3755,167,161,"6,666,233",118,"1,152,190",103,"117,362",2,"1,390",107,"1,224,306",2,"14,315",107,"5,174,636",29,"162,942",0,0,4,"9,926",13,"84,375",16,"168,191",3,"36,582",1,"31,143",110,"170,512",17,"3,191",37,"307,123",36,"131,619",164,"7,077,990",47,"130,613",11,"4,761",70,"22,155",3,"3,297",85,"88,746",4,"1,071",8,719,1,"2,906",55,"13,712",70,"18,047",115,"365,670",11,"229,487",14,"148,224",7,"-148,386",18,"152,135",4,"4,299",0,0,2,"19,308",3,"47,463",16,"257,364",11,"62,133",16,"520,635",7,"38,779",3,"2,156",3,"2,156",4,278,27,"392,647",22,"218,521",9,"30,039",27,"147,130",14,"81,565",13,"-84,608",27,"-3,043",11,"9,636",0,0,2,"69,494",6,"10,149",4,"199,626",17,"1,253,319",21,"1,452,945",23,"1,096,516",5,"-48,842",18,"402,922",23,"354,080",8,"97,552",3,"6,229",1,596,89,"28,632",94,104,"1,109,264"
VIC,3756,"6,195","6,164","314,749,817","5,248","58,892,471","4,605","5,620,921",65,"88,421","4,890","62,329,329",165,"500,589","5,274","279,575,214","1,403","4,769,506",106,"1,207,399",154,"1,422,581",424,"2,475,818",245,"2,558,302",59,"594,710",46,"1,168,523","3,197","2,187,211",328,"160,024",891,"3,551,141",888,"1,520,945","6,169","332,059,480","2,269","6,714,035",759,"1,464,863","3,828","1,195,450",228,"394,189","4,061","4,499,480",103,"22,260",103,"61,593",64,"187,081","2,915","571,015","3,413","835,620","5,187","17,037,795",350,"6,087,222",549,"3,800,971",43,"-229,566",531,"13,531,339",164,"485,520",68,"1,414,917",12,"365,345",77,"694,143",201,"2,831,191",157,"770,296",239,"6,692,701",271,"4,357,562",157,"787,392",127,"273,940",122,"34,323",688,"9,164,821",636,"6,402,034",334,"1,040,269",695,"4,577,702",188,"979,924",510,"-3,835,108",698,"-2,855,184",253,"532,627",40,"211,635",43,"549,474",276,"508,674",28,"520,915",556,"38,454,095",581,"38,975,010",562,"28,261,240",38,"-800,692",558,"10,946,407",591,"10,145,715",337,"1,808,991",61,"132,124",58,"41,214","3,538","1,074,064","2,592","5,162","63,306,571"
VIC,3757,"4,806","4,766","243,485,097","3,925","47,305,618","3,459","4,397,311",43,"49,019","3,618","49,840,476",133,"397,134","3,755","195,478,913",961,"4,420,632",75,"1,208,072",106,"1,458,243",284,"1,684,994",248,"2,341,601",72,"1,012,879",60,"1,599,514","2,841","3,980,905",389,"247,457",890,"5,563,636",889,"2,383,428","4,776","257,347,345","1,555","4,985,721",470,"881,430","2,526","807,328",172,"306,018","2,764","3,146,205",71,"20,206",127,"69,470",60,"159,647","1,707","427,144","2,552","734,983","3,832","13,611,294",279,"5,118,009",497,"4,455,713",74,"-305,404",664,"19,618,628",208,"1,081,648",36,"910,252",24,"814,607",88,"1,084,056",197,"2,636,667",143,"527,292",253,"6,407,207",303,"6,167,302",166,"868,495",136,"240,749",132,"60,213",578,"8,507,017",487,"4,960,169",288,"881,850",578,"3,788,419",215,"1,600,994",377,"-2,724,415",592,"-1,123,421",219,"585,212",37,"237,515",78,"1,452,876",229,"602,450",32,"914,570",501,"36,289,255",529,"37,203,825",526,"27,198,479",43,"-1,492,852",506,"10,198,762",543,"8,705,910",296,"1,926,190",89,"201,415",65,"53,229","2,612","822,213","2,644","3,616","45,414,874"
VIC,3758,"1,281","1,273","65,074,035","1,066","12,285,421",965,"1,192,019",14,"17,190",999,"13,071,427",27,"79,935","1,082","57,477,695",274,"1,152,401",20,"235,264",36,"344,274",87,"436,147",50,"406,944",13,"128,212",10,"370,269",660,"594,237",79,"8,956",221,"564,853",218,"242,611","1,274","68,812,675",451,"1,360,673",166,"426,763",742,"242,196",48,"65,217",815,"909,537",20,"8,898",33,"43,849",8,"19,288",579,"119,548",684,"164,013","1,037","3,592,181",71,"1,152,590",134,"1,033,362",6,"-63,154",123,"2,414,205",45,"29,154",9,"170,158",4,"68,680",17,"275,520",35,"739,449",31,"240,958",38,"1,515,040",48,"1,441,280",34,"117,872",30,"4,954",30,"2,629",154,"1,805,340",138,"1,238,417",68,"162,540",157,"848,696",46,"211,003",113,"-655,316",159,"-444,313",44,"105,489",6,"53,143",12,"115,988",51,"111,669",8,"1,714,546",124,"9,461,349",132,"11,175,895",130,"8,014,426",11,"-21,300",127,"3,007,987",138,"2,986,687",77,"512,293",14,"29,341",22,"12,130",728,"228,626",599,"1,049","13,506,718"
VIC,3759,656,653,"38,314,675",528,"8,664,216",469,"708,482",8,"9,972",483,"9,194,733",15,"41,482",480,"25,675,656",115,"671,827",11,"115,102",13,"261,060",41,"248,758",31,"268,761",11,"165,475",8,"183,429",399,"480,270",62,"40,565",169,"1,499,820",168,"642,699",656,"40,289,791",165,"564,814",56,"105,397",245,"67,759",26,"65,064",334,"362,266",22,"3,748",18,"25,196",14,"60,407",201,"74,225",261,"96,446",501,"1,902,092",42,"750,488",77,"1,107,144",9,"30,226",171,"6,390,002",55,"684,189",8,"176,612",4,"31,171",12,"72,889",39,"358,009",29,"78,561",49,"711,804",48,"913,929",30,"225,980",24,"49,262",22,"43,742",98,"1,881,261",81,"972,389",42,"143,505",99,"819,628",51,"408,559",49,"-462,820",100,"-54,261",40,"11,462",4,"36,251",17,"379,346",35,"91,333",11,"490,197",89,"6,362,675",96,"6,852,872",96,"4,330,227",13,"-391,250",93,"2,728,030",102,"2,336,780",56,"617,646",14,"33,377",15,"8,805",331,"102,402",436,452,"6,576,947"
VIC,3760,274,271,"14,740,932",225,"2,967,321",197,"270,194",2,"1,999",204,"3,130,420",5,"10,478",214,"12,092,903",51,"192,944",2,"82,144",2,"26,889",16,"126,100",9,"103,245",5,"113,973",1,"56,860",177,"234,564",31,"63,258",79,"501,460",79,"214,894",271,"15,472,116",85,"299,010",16,"12,230",108,"28,424",10,"29,967",159,"168,865",8,"1,740",6,"5,304",4,"6,834",101,"41,072",123,"63,582",218,"731,184",23,"503,269",37,"427,306",5,"-120,912",47,"1,081,027",19,"110,519",0,0,1,"3,879",4,"58,175",9,"24,789",7,"3,771",11,"56,131",26,"366,068",12,"173,875",11,"21,790",10,"27,990",38,"510,516",30,"270,880",17,"23,383",37,"274,390",16,"72,242",22,"-130,379",38,"-58,137",18,"5,304",4,150,3,"39,260",11,"33,912",4,"116,491",40,"1,689,818",43,"1,806,309",42,"1,302,575",4,"-32,928",40,"499,961",43,"467,033",20,"42,319",6,"22,781",4,"4,424",134,"41,531",183,205,"2,911,632"
VIC,3761,698,692,"35,329,245",548,"6,949,312",491,"640,029",9,"12,627",508,"7,345,282",21,"88,971",519,"26,881,621",118,"413,152",13,"240,215",15,"275,175",31,"132,841",41,"444,535",9,"135,445",6,"139,296",413,"614,598",71,"54,827",162,"1,205,168",162,"516,348",693,"37,274,570",187,"560,256",79,"128,836",267,"82,989",22,"48,108",374,"494,394",10,"2,176",25,"10,102",12,"11,948",228,"106,991",307,"131,684",528,"1,923,136",37,"634,170",82,"919,244",12,"-71,595",127,"3,579,111",52,"326,188",6,"158,676",3,"95,184",12,"138,115",33,"191,906",23,"26,271",47,"503,586",50,"687,453",30,"36,668",29,"17,806",25,"1,613",67,"1,101,492",53,"562,899",23,"87,919",67,"451,486",30,"306,401",39,"-307,213",69,-812,31,"77,555",7,"108,540",19,"276,988",27,"68,664",3,"46,109",85,"6,795,675",87,"6,841,784",88,"4,843,700",6,"-52,936",91,"1,913,184",95,"1,860,248",49,"342,875",10,"25,436",11,"10,225",350,"115,242",386,490,"6,437,564"
VIC,3762,97,97,"4,622,575",73,"873,242",57,"80,060",1,977,61,"916,644",2,"7,832",71,"3,325,586",17,"111,516",0,0,1,625,6,"49,773",1,"11,341",2,"61,475",0,0,57,"80,066",8,"14,414",25,"180,214",25,"77,271",97,"4,835,835",20,"91,473",5,"18,480",41,"10,232",3,"1,985",46,"44,971",2,33,3,"8,934",3,"17,010",26,"4,312",47,"14,454",67,"213,260",7,"70,746",10,"108,103",4,"-45,120",20,"642,562",6,"4,892",1,"16,426",1,"31,149",0,0,7,"85,404",4,"19,231",7,"175,910",8,"165,411",6,"1,595",6,"1,595",5,135,24,"417,630",21,"200,726",9,"29,834",24,"146,041",16,"127,592",8,"-86,563",24,"41,029",5,"8,378",0,0,0,0,2,"1,376",2,"41,176",14,"837,254",16,"878,430",16,"774,918",2,"-52,712",13,"128,603",15,"75,891",5,"21,356",2,"8,766",3,961,39,"13,056",62,65,"766,198"
VIC,3763,902,892,"40,411,403",719,"7,045,528",626,"713,381",8,"10,198",655,"7,476,195",11,"35,090",715,"35,485,263",157,"741,773",8,"50,608",16,"213,857",68,"420,232",51,"485,660",13,"141,142",8,"254,813",515,"431,223",53,"26,199",134,"228,377",133,"97,693",896,"42,964,169",289,"925,077",87,"173,139",475,"147,825",23,"38,936",517,"596,321",17,"6,850",21,"3,368",9,"17,367",283,"85,178",490,"134,306",719,"2,330,725",52,"913,332",85,"597,967",11,"-73,952",86,"1,577,551",23,"109,242",12,"137,364",5,"142,962",16,"133,619",31,"127,405",21,"18,872",46,"503,573",51,"1,519,329",19,"30,787",17,"5,930",14,"16,723",92,"1,073,310",79,"720,976",32,"93,343",93,"530,584",19,"106,887",74,"-378,480",93,"-271,593",48,"80,305",3,"53,277",11,"107,957",46,"94,209",7,"784,375",129,"6,464,480",134,"7,248,855",128,"4,858,447",8,"34,409",128,"2,273,603",134,"2,308,012",70,"310,941",15,"27,969",9,"11,630",503,"158,721",372,687,"8,013,624"
VIC,3764,"4,480","4,451","227,949,952","3,708","44,079,891","3,191","4,036,977",39,"49,987","3,390","46,728,264",120,"398,487","3,641","191,350,480",979,"2,900,566",61,"867,272",82,"735,260",339,"2,034,737",259,"2,770,292",62,"773,558",57,"1,650,670","2,568","2,791,118",321,"195,400",777,"5,943,764",777,"2,545,321","4,462","239,846,352","1,419","3,775,442",493,"988,356","2,522","792,843",171,"278,327","2,725","2,960,287",74,"30,717",113,"85,153",39,"62,441","2,089","541,438","2,261","601,592","3,654","11,442,554",265,"4,541,559",480,"3,957,467",112,"-1,090,628",532,"13,444,614",180,"841,966",40,"1,007,281",35,"1,550,721",70,"1,262,475",182,"2,376,048",135,"673,365",225,"5,384,981",230,"3,348,148",149,"500,861",132,"247,375",123,"36,954",577,"8,546,718",488,"4,826,031",261,"716,975",572,"3,980,474",205,"1,652,935",380,"-2,629,697",585,"-976,762",225,"275,633",18,"311,174",55,"822,091",215,"467,205",45,"3,418,316",412,"26,517,005",451,"29,935,321",457,"22,709,946",53,"-684,399",420,"6,669,408",466,"5,985,009",236,"1,202,153",69,"169,144",42,"22,253","2,430","760,464","2,166","3,537","44,436,054"
VIC,3765,"4,059","4,047","222,285,426","3,367","45,863,722","2,997","4,056,667",40,"52,989","3,119","48,860,117",135,"459,268","3,182","169,264,855",833,"3,605,208",56,"486,862",74,"778,553",230,"1,119,108",199,"2,070,745",60,"688,378",38,"988,014","2,454","3,427,668",375,"199,385",996,"8,193,420",996,"3,509,783","4,051","232,858,525","1,122","3,304,535",426,"502,499","1,937","504,612",146,"234,598","2,195","2,335,474",84,"45,613",131,"188,031",62,"125,947","1,534","604,456","1,875","636,051","3,289","10,514,370",279,"5,276,278",454,"4,579,413",14,"282,114",624,"21,726,996",252,"1,236,902",35,"549,991",8,"96,229",54,"461,386",215,"4,355,079",176,"1,442,323",271,"10,911,664",288,"5,593,211",204,"512,383",167,"136,228",156,"33,843",586,"9,051,792",474,"5,197,248",289,"690,489",582,"4,389,079",218,"1,760,439",371,"-2,985,463",591,"-1,225,024",209,"328,940",33,"82,138",96,"1,577,391",217,"445,543",12,"124,882",433,"27,296,139",445,"27,421,021",426,"16,580,575",13,"-100,654",442,"10,537,682",454,"10,437,028",272,"1,925,822",72,"154,559",74,"51,744","2,168","671,014","2,332","3,081","39,494,931"
VIC,3766,764,754,"38,243,691",613,"7,604,537",537,"693,318",6,"6,390",563,"8,076,040",33,"119,616",601,"33,330,348",147,"619,166",11,"73,033",13,"115,026",49,"324,006",36,"420,598",18,"168,627",7,"206,833",438,"606,300",82,"41,373",169,"698,590",169,"299,332",755,"40,280,649",211,"700,277",90,"157,997",314,"89,436",33,"63,915",407,"527,844",16,"2,124",19,"60,179",10,"9,800",289,"102,648",382,"126,568",626,"2,012,772",53,"1,214,712",92,"969,729",4,"66,445",103,"1,114,588",37,"68,909",8,"134,992",1,"1,564",12,"49,472",37,"233,899",28,"43,219",50,"604,877",60,"2,050,325",43,"155,108",32,"36,328",34,"17,369",117,"1,757,672",101,"1,041,216",59,"136,623",119,"799,168",46,"396,807",76,"-616,142",122,"-219,335",45,"140,774",13,"6,624",8,"54,381",42,"115,706",2,"8,063",95,"5,364,859",97,"5,372,922",94,"4,251,795",4,951,97,"1,061,415",100,"1,062,366",55,"252,333",18,"24,983",16,"18,546",389,"122,693",424,578,"8,094,226"
VIC,3767,674,669,"34,175,821",530,"6,866,853",451,"599,541",9,"12,324",474,"7,182,630",23,"69,513",492,"27,119,222",124,"447,753",8,"98,556",8,"145,777",48,"219,933",45,"446,176",11,"111,020",20,"682,824",398,"619,772",67,"113,380",173,"817,509",172,"349,631",670,"35,912,292",177,"539,906",69,"51,564",212,"53,586",31,"63,986",330,"423,993",13,"6,563",20,"17,585",12,"25,013",228,"106,489",321,"97,863",506,"1,689,456",44,"928,898",76,"770,698",0,0,96,"2,345,386",31,"224,041",5,"108,936",0,0,16,"145,657",29,"268,507",19,"73,177",37,"1,299,851",56,"983,576",36,"170,356",27,"31,391",26,"15,185",84,"1,345,775",75,"994,644",35,"76,000",85,"603,191",32,"233,543",56,"-561,603",88,"-328,060",39,"26,592",3,"3,285",13,"230,613",25,"70,070",3,"199,581",96,"5,958,955",99,"6,158,536",100,"4,241,616",3,"44,816",101,"1,792,650",104,"1,837,466",51,"314,232",21,"68,958",16,"22,191",327,"104,199",433,462,"6,834,585"
VIC,3770,"1,891","1,872","122,829,805","1,545","30,426,890","1,371","2,284,088",14,"11,975","1,429","32,541,785",36,"126,716","1,458","73,145,838",385,"1,463,283",21,"226,693",37,"313,748",90,"386,217",80,"855,076",19,"218,437",11,"254,342","1,137","1,925,332",179,"266,321",420,"6,834,582",420,"2,928,442","1,882","128,710,997",499,"1,427,071",178,"280,735",935,"270,866",73,"143,019",972,"981,711",32,"14,930",50,"167,616",27,"55,299",720,"654,712",839,"351,624","1,488","5,660,025",78,"1,735,483",156,"1,648,435",84,"509,248",354,"15,115,185",138,"2,102,217",18,"515,405",15,"2,226,569",23,"293,980",114,"17,118,761",89,"7,950,621",145,"34,790,828",129,"4,542,187",109,"461,592",98,"154,197",89,"107,885",232,"4,741,499",190,"2,203,795",101,"330,491",228,"1,845,039",100,"1,357,805",137,"-995,631",237,"362,174",103,"66,102",14,"26,615",56,"1,098,644",82,"206,016",23,"3,359,932",178,"18,923,306",198,"22,283,238",199,"18,123,406",29,"-2,018,170",181,"4,717,387",206,"2,699,217",114,"945,318",20,"41,605",28,"16,929","1,027","319,848","1,120","1,408","16,549,178"
VIC,3775,"2,335","2,313","123,238,288","1,849","26,090,993","1,624","2,216,754",28,"29,300","1,692","27,658,211",69,"218,426","1,739","91,740,951",415,"1,618,052",25,"322,750",28,"289,817",93,"478,122",160,"1,584,795",36,"464,018",27,"799,797","1,405","1,912,181",213,"182,880",579,"5,993,125",581,"2,568,968","2,327","130,852,120",562,"1,627,691",225,"308,334","1,047","293,560",84,"145,033","1,165","1,197,374",30,"10,171",51,"44,506",51,"229,888",761,"1,353,386","1,062","347,871","1,788","6,825,231",142,"2,555,062",243,"2,437,659",99,"-1,316,769",427,"13,957,470",153,"1,553,497",26,"659,339",18,"736,072",34,"389,044",128,"2,621,546",83,"884,698",151,"6,201,468",189,"3,536,243",121,"423,837",103,"236,469",99,"18,795",345,"6,024,131",272,"3,158,084",128,"406,664",345,"2,765,099",153,"1,221,424",197,"-1,527,140",352,"-305,716",133,"257,628",19,"177,941",39,"1,007,917",108,"256,179",34,"1,214,367",253,"16,168,951",279,"17,383,318",268,"12,939,289",36,"-1,053,170",258,"4,989,661",285,"3,936,491",147,"957,472",39,"97,671",34,"20,481","1,200","370,031","1,371","1,646","21,742,039"
VIC,3777,"5,810","5,781","270,411,038","4,634","49,321,955","4,001","4,743,179",56,"65,969","4,207","52,038,607",145,"487,931","4,450","212,925,727","1,056","3,280,172",67,"804,859",94,"978,292",369,"2,300,953",379,"4,100,992",81,"1,140,644",73,"1,675,986","3,375","4,034,890",428,"144,765","1,069","7,059,743","1,069","3,024,479","5,791","283,452,361","1,463","3,978,744",471,"616,506","2,902","810,269",223,"396,127","2,935","2,828,453",95,"40,465",87,"116,653",63,"195,232","1,798","643,669","2,775","817,714","4,566","12,592,780",289,"4,977,807",498,"4,470,616",78,"1,598,825",808,"17,299,473",260,"1,000,892",54,"1,269,415",11,"116,864",92,"798,989",259,"3,077,876",181,"660,001",330,"8,300,232",364,"6,519,231",250,"866,246",203,"211,086",196,"53,619",822,"11,866,810",656,"6,212,537",331,"747,836",819,"5,355,981",352,"2,512,321",484,"-2,961,865",836,"-449,544",313,"830,413",42,"280,519",84,"1,544,416",246,"578,183",38,"4,072,534",652,"51,093,443",684,"55,165,977",682,"39,724,214",46,"258,083",679,"14,605,503",717,"14,863,586",404,"2,718,189",110,"251,590",66,"46,294","3,220","1,035,857","2,577","4,271","47,186,895"
VIC,3778,125,124,"4,237,005",92,"601,797",78,"67,617",0,0,85,"607,647",1,"2,736",95,"3,560,361",28,"5,029",0,0,1,204,5,"12,872",11,"132,349",1,"7,169",1,"23,719",76,"163,397",8,"3,599",19,"120,278",19,"51,536",125,"4,418,284",24,"46,086",10,"8,380",65,"19,417",6,"7,719",53,"43,929",1,234,5,"19,224",0,0,31,"7,148",49,"9,847",85,"163,040",3,"41,045",11,"64,016",6,"-44,352",17,"358,770",2,"5,195",0,0,1,"8,712",1,"7,466",2,"9,978",1,94,3,"21,446",6,"51,015",3,"21,116",3,"16,087",1,36,9,"121,095",7,"110,479",2,12,7,"40,372",2,"9,633",5,"-39,401",9,"-29,768",4,36,0,0,0,0,1,"1,056",2,"18,926",9,"469,693",11,"488,619",11,"612,164",2,"-28,869",9,"-73,358",11,"-102,227",0,0,2,"1,481",1,160,73,"26,363",23,92,"677,863"
VIC,3779,233,227,"7,103,584",159,"1,082,434",117,"108,147",1,"1,331",130,"992,657",4,"9,731",135,"4,286,990",40,"71,520",2,"17,474",2,"52,746",19,"129,574",30,"304,359",3,"27,479",4,"107,013",156,"396,526",22,"10,216",49,"239,718",49,"102,727",229,"7,594,955",22,"57,775",8,"19,217",81,"21,980",5,"2,672",69,"52,685",0,0,6,"10,856",1,"1,050",63,"45,857",94,"29,521",161,"373,002",5,"81,111",9,"68,019",8,"38,229",49,"799,976",12,"19,740",3,"81,120",1,"105,771",5,"54,148",13,"334,789",7,"83,484",15,"777,390",16,"230,571",17,"396,552",11,"-90,685",15,"41,648",30,"460,223",17,"91,065",7,"14,662",30,"222,199",20,"169,452",10,"-37,155",30,"132,297",8,"1,417",2,"1,616",9,"116,610",6,"11,744",4,"115,517",34,"1,722,600",38,"1,838,117",38,"1,410,823",4,"-705,518",34,"534,939",38,"-170,579",21,"76,819",5,"6,671",2,"1,315",125,"44,103",93,130,"843,466"
VIC,3781,"2,429","2,416","124,624,066","2,021","24,424,893","1,800","2,260,982",24,"24,088","1,888","26,029,567",66,"200,681","2,030","106,563,818",542,"1,839,402",42,"661,430",49,"796,735",163,"830,575",86,"968,117",16,"149,583",6,"161,299","1,203","1,004,861",137,"44,184",318,"1,296,218",317,"556,463","2,417","130,230,080",748,"2,008,948",220,"343,609","1,340","381,443",100,"173,834","1,405","1,491,864",28,"6,207",28,"24,859",13,"29,401",800,"216,765","1,231","324,613","2,001","5,494,921",138,"2,398,821",187,"1,247,457",33,"-277,773",252,"8,094,596",66,"287,015",35,"958,052",9,"324,135",58,"394,631",58,"648,102",50,"152,327",73,"1,487,091",85,"853,641",61,"305,910",48,"115,133",47,"38,741",262,"3,382,415",239,"2,289,950",117,"323,830",264,"1,558,348",75,"493,254",197,"-1,282,967",272,"-789,713",127,"148,770",13,"34,695",23,"284,547",126,"203,498",12,"182,725",242,"17,808,331",250,"17,991,056",254,"12,594,901",15,"-60,013",248,"5,036,694",259,"4,976,681",146,"874,261",15,"27,719",25,"16,968","1,382","430,262",981,"1,978","25,130,496"
VIC,3782,"4,818","4,786","253,643,520","3,905","51,161,253","3,452","4,569,099",54,"64,326","3,597","53,446,744",126,"390,692","3,802","202,543,790",915,"3,727,015",70,"987,132",77,"1,045,585",261,"1,383,232",217,"2,168,950",77,"1,092,266",59,"1,448,259","2,762","2,912,236",423,"229,131","1,020","6,233,069","1,017","2,671,456","4,798","265,323,281","1,284","3,847,424",469,"459,808","2,175","575,839",164,"228,701","2,532","2,667,392",70,"16,232",83,"114,021",68,"201,630","1,650","1,130,509","2,209","667,585","3,778","11,345,099",320,"5,733,164",512,"4,420,203",54,"136,099",694,"19,000,796",205,"1,702,939",53,"1,045,453",11,"135,800",80,"582,340",193,"2,831,171",129,"782,824",255,"6,996,988",286,"4,624,056",180,"1,445,262",148,"568,579",133,"347,200",676,"10,963,500",570,"6,556,108",313,"815,387",679,"4,857,069",253,"1,916,744",432,"-3,181,808",686,"-1,265,064",226,"258,467",28,"71,315",66,"971,578",204,"454,953",21,"857,969",478,"35,075,783",496,"35,933,752",485,"24,377,868",25,"3,078",492,"11,223,962",513,"11,227,040",286,"2,070,968",92,"216,993",71,"61,354","2,497","799,310","2,707","3,650","48,254,305"
VIC,3783,"1,297","1,288","65,792,590","1,044","12,727,794",923,"1,182,127",15,"17,500",967,"13,309,739",31,"108,410","1,017","53,504,371",262,"706,003",22,"265,750",32,"525,112",84,"543,081",66,"637,690",23,"288,762",12,"338,682",712,"634,914",109,"76,657",251,"1,460,398",251,"625,827","1,291","68,926,794",350,"999,221",120,"178,776",655,"183,601",51,"85,564",731,"747,045",21,"5,513",24,"15,231",15,"103,761",384,"127,341",605,"170,111","1,021","2,981,645",75,"1,345,852",132,"1,233,521",42,"369,143",177,"3,677,498",62,"221,562",17,"465,666",6,"62,727",31,"158,327",47,"999,283",35,"280,485",62,"2,086,654",66,"1,609,678",62,"555,953",56,"380,111",49,"142,015",196,"2,837,796",162,"1,722,796",96,"223,318",197,"1,257,888",86,"472,155",112,"-838,361",198,"-366,206",62,"47,651",7,"1,331",17,"198,562",49,"159,552",6,"261,853",140,"7,681,648",145,"7,943,501",146,"4,939,895",10,"-75,088",141,"2,946,053",150,"2,870,965",80,"533,451",24,"42,622",17,"13,603",678,"215,539",670,991,"12,283,129"
